title,artist_display,date_display,date_start,date_end,medium,image_id,url,intro,overview,style,style_tags,theme,theme_tags,main_objects,other_objects,movement,object_tags,tags
Washerwomen at the Oise River near Valmondois,"Charles-Fran��ois Daubigny (French, 1817-1878)",1865,1865.0,1865.0,Oil on wood,NGA-3a27c023-34bd-4171-aeea-1e243969c130,"https://api.nga.gov/iiif/3a27c023-34bd-4171-aeea-1e243969c130/full/1686,/0/default.jpg",A serene riverscape painting captures the tranquil routine of washerwomen.,"The artwork depicts a calm river lined with lush greenery and a group of washerwomen at work. The opposite bank shows a pastoral village, with small houses and expanses of fields fading into the horizon. The sky above is vast with gentle clouds, suggesting a peaceful, overcast day. The reflection of the scene on the water's surface enhances the feeling of quietude.","This painting is executed in a naturalistic style, with an attention to the effects of light and atmosphere characteristic of the Barbizon School. The brushwork is loose and expressive, capturing the essence and mood of the landscape rather than meticulous details. The artist uses a restrained palette with subtle gradations of color to convey the softness of light and the time of day, adhering to the plein air practice of painting outdoors from life, which would influence the Impressionists.","['Naturalistic', 'Barbizon School', 'Loose Brushwork', 'Pastoral', 'Plein Air', 'Atmospheric']","The theme of the painting centers around the harmony between human activity and nature. It explores the daily life of common people within the landscape, illustrating a moment where nature and human presence coexist peacefully. The washerwomen, engrossed in their work, become part of the broader rural environment.","['Harmony', 'Human Activity', 'Nature', 'Rural Life', 'Daily Life', 'Tranquility']","{'washerwomen': 'A small group of women attentively engaged in washing clothes by the riverbank, partially obscured by the foliage.', 'river': 'Calm and reflective, the Oise River acts as the central element of the piece, mirroring the sky and the village.', 'village': 'In the distance, the pastoral village offers a glimpse into rural 19th-century French life, with simple structures and farmland.'}","['trees', 'sky', 'clouds', 'fields', 'reflections on water']",['Barbizon School'],"['washerwomen', 'river', 'village', 'trees', 'sky', 'clouds', 'fields', 'reflections on water']","['Naturalistic', 'Barbizon School', 'Loose Brushwork', 'Pastoral', 'Plein Air', 'Atmospheric', 'Harmony', 'Human Activity', 'Nature', 'Rural Life', 'Daily Life', 'Tranquility', 'River', 'Village', 'Trees', 'Sky', 'Clouds', 'Fields', 'Reflections On Water']"
The Loire,"Alfred Sisley (French, 1839-1899)",1896,1896.0,1896.0,Oil on canvas,ARTIC-bcc9c3a7-f5b0-41af-210a-bd17797d77d9,"https://www.artic.edu/iiif/2/bcc9c3a7-f5b0-41af-210a-bd17797d77d9/full/1686,/0/default.jpg",A contemplative glimpse of the serene Loire River captured by Alfred Sisley.,"The painting 'The Loire' by Alfred Sisley presents a serene riverscape. A lone figure stands by the riverbank, gazing across the water, where a boat is moored on the shore. Bare trees frame the scene, and a cluster of full, leafless trees fills the background, their reflections subtly mirrored in the river.","Sisley's artwork exemplifies the Impressionist style, characterized by loose brushwork, subtle shifts in light, and a soft color palette. The focus on natural light and outdoor settings is paramount, with the painting capturing the fleeting qualities of light and atmosphere. The brushstrokes are quick and visible, suggesting form and texture rather than detailing them meticulously.","['Impressionism', 'Loose Brushwork', 'Natural Light', 'Soft Color Palette', 'Outdoor Scene', 'Atmospheric']","The theme of 'The Loire' revolves around the harmony of nature and man's small presence within it. The tranquility of the riverscape, with the gentle flow of water and the looming trees, reflects a peaceful coexistence and the beauty of a quiet moment in nature.","['Nature', 'Tranquility', 'Riverscape', 'Harmony', 'Reflection', 'Peace', 'Solitude']","{'river': 'A calm stretch of the Loire River fills the center of the canvas, reflecting the gray sky and trees.', 'trees': 'Bare trees line the bank, their intricate branches etched against the sky, with fuller trees in the background.', 'figure': 'A lone figure stands contemplatively by the river, dressed in clothing of the period, possibly reflective or fishing.', 'boat': 'A single wooden boat is moored on the bank, hinting at the presence of human activity and river use.'}","['riverbank', 'sky', 'reflections']",['Impressionism'],"['river', 'trees', 'figure', 'boat', 'riverbank', 'sky', 'reflections']","['Impressionism', 'Loose Brushwork', 'Natural Light', 'Soft Color Palette', 'Outdoor Scene', 'Atmospheric', 'Nature', 'Tranquility', 'Harmony', 'Reflection', 'Peace', 'Solitude', 'River', 'Trees', 'Figure', 'Boat', 'Riverbank', 'Sky', 'Reflections']"
Catherine A. May,"Ammi Phillips (American, 1788-1865)",c. 1830,1830.0,1830.0,Oil on canvas,NGA-9f0ea53c-1a6d-46ed-a567-f5ae8845aee3,"https://api.nga.gov/iiif/9f0ea53c-1a6d-46ed-a567-f5ae8845aee3/full/1686,/0/default.jpg","A detailed portrait of a woman in 19th-century attire, exuding a serene demeanor.","The painting depicts a woman, presumably Catherine A. May, dressed in early 19th-century fashion. She has fair skin, dark hair styled with ribbons, and wears a black dress with lace accents. Her expression is serene and steady, while her gaze seems to look directly at the viewer. A lace bonnet adorns her head, and her ears are graced with ornate earrings. She holds a small, red object, which may be a book or a case.","This artwork is executed in a folk art style that embodies the characteristics of Na��ve art from the early 19th century. It features bold, flat colors with minimal shading and a lack of perspective, which was typical of American itinerant artists like Ammi Phillips. The painting focuses on detailed representation of the subject's costume and accessories, while the facial features are rendered in a somewhat stylized manner.","['Folk Art', 'Na��ve Art', 'American', '19th Century', 'Portraiture', 'Itinerant Artist']","The piece serves as a commemoration of an individual, capturing the likeness and style of an early 19th-century woman. It reflects the fashion and cultural aesthetics of the time, while also embodying the personal significance of the subject through her portrayed finery and accessories.","['Portraiture', '19th Century Fashion', 'Commemoration', 'Cultural Aesthetics', 'Individual Likeness']","{'Subject': 'The woman, identified as Catherine A. May, is the focal point of the painting with a focus on her attire and thoughtful, engaging gaze.'}","['Lace bonnet', 'Earrings', 'Black dress', 'Lace accents', 'Book or case']","['American Folk Art', 'Na��ve Art']","['Subject', 'Lace bonnet', 'Earrings', 'Black dress', 'Lace accents', 'Book or case']","['Folk', 'American', 'Portraiture', 'Commemoration', 'Earrings', 'Black Dress', 'American Folk']"
Grey and Silver: Chelsea Wharf,"James McNeill Whistler (American, 1834-1903)",c. 1864/1868,1864.0,1868.0,Oil on canvas,NGA-c1c74893-90dd-4f36-8201-36db7f2cf241,"https://api.nga.gov/iiif/c1c74893-90dd-4f36-8201-36db7f2cf241/full/1686,/0/default.jpg",A tranquil riverside scene in muted tones expressing atmospheric subtlety.,"The painting depicts a foggy riverfront at Chelsea Wharf. Masts and sails of boats are seen, along with faint outlines of buildings in the distance. The reflection in the water adds depth and serenity to the scene, with a restrained palette dominated by greys and silvers.","Whistler's work is characterized by a tonalist approach, emphasizing mood and atmosphere over detailed representation. The restrained color scheme and the abstracted forms blur the lines between realism and impressionism. Loose brushstrokes and subtle gradations of light and shadow create a harmonious composition which focuses on the overall effect rather than precise details.","['Tonalism', 'Atmospheric', 'Impressionistic tendencies', 'Loose brushwork', 'Muted palette', 'Abstracted form']",The theme captures the quiet and ephemeral nature of a riverside landscape. It conveys a sense of timelessness and the transient effects of light on water. The artwork also explores the industrialization of landscapes and the integration of human activity within a natural setting.,"['Riverscape', 'Tranquility', 'Ephemerality', 'Industrialization', 'Man and Nature', 'Light effects']","{'Masts and Sails': 'Rising prominently in the foreground, the red-brown masts and sails are central features, implying the presence of moored boats.', 'River': 'The silvery-gray river reflects the skies and masts, contributing to the seamless blend of water and atmosphere.', 'Distant Buildings': 'Appearing as ghostly silhouettes, the buildings suggest the urban environment beyond the immediate tranquility of the wharf.'}","['Reflections', 'Boats', 'Sky']","['Tonalism', 'American Impressionism']","['Masts and Sails', 'River', 'Distant Buildings', 'Reflections', 'Boats', 'Sky']","['Tonalism', 'Atmospheric', 'Loose Brushwork', 'Muted Palette', 'Tranquility', 'Ephemerality', 'Industrialization', 'Man And Nature', 'Light Effects', 'River', 'Distant Buildings', 'Reflections', 'Boats', 'Sky', 'American Impressionism']"
John Sudam,"John Vanderlyn (American, 1775-1852)",1829-1830,1829.0,1830.0,Oil on canvas,NGA-ff1e06cf-448f-4b0c-b361-a7ceff1e3e03,"https://api.nga.gov/iiif/ff1e06cf-448f-4b0c-b361-a7ceff1e3e03/full/1686,/0/default.jpg","A dignified portrayal of a gentleman, John Sudam, painted by John Vanderlyn.","The painting depicts John Sudam, a man clothed in early 19th-century attire, characterized by a formal black coat and a white necktie. His gaze connects with the viewer, suggesting a calm confidence, while his pose and facial expression exude a sense of importance and composure. The backdrop is minimal, with dark tonalities that focus attention on the figure.","This portrait is rendered in a realistic style typical of the period, with attention to fine details, a rich palette, and careful lighting that highlights the subject's facial features and clothing texture. The brushwork appears smooth, contributing to a lifelike representation. Subtle contrasts are used to achieve a three-dimensional effect on the subject while maintaining a dignified and serene ambiance.","['Realism', 'Portrait', '19th Century', 'Fine Detail', 'Smooth Brushwork', 'American Art']","The theme of this artwork is to document and convey the likeness and social status of John Sudam, a figure from the early 1800s. It reflects the portrait conventions of the time, intended to capture the essence of the sitter and often commissioned to signify personal or familial pride.","['Portraiture', 'Social Status', 'Likeness', 'Historical Figure', 'Commissioned Artwork', '19th-Century Culture']","{'John Sudam': 'A stately man depicted in formal attire, John Sudam is portrayed with a dignified demeanor, suggesting a person of significance or status during that era.'}","['Chair', 'Clothing']",['American Realism'],"['John Sudam', 'Chair', 'Clothing']","['Realism', 'Portrait', 'Fine Detail', 'Smooth Brushwork', 'American', 'Portraiture', 'Social Status', 'Likeness', 'Historical Figure', 'Chair', 'Clothing', 'American Realism']"
Cattleya Orchid and Three Hummingbirds,"Martin Johnson Heade (American, 1819-1904)",1871,1871.0,1871.0,Oil on wood,NGA-0dde1c3c-6c08-431d-85e2-7288c2c93f26,"https://api.nga.gov/iiif/0dde1c3c-6c08-431d-85e2-7288c2c93f26/full/1686,/0/default.jpg",A lush depiction of a vibrant orchid and delicate hummingbirds in a tropical milieu.,"The painting features a central large Cattleya orchid with pink and purple hues, standing out against a dense forest backdrop. Surrounding the flower, three hummingbirds can be seen engaged in various activities. One hummingbird near the bottom of the painting appears to be at rest, while the other two are captured in flight. The natural setting is rich with detailed vegetation and a nest is also visible amidst the branches.","Martin Johnson Heade's artwork exemplifies a fine attention to detail and a rich color palette, characteristics of the Luminism style with its emphasis on light and an almost magical realism. He combines precise botanical illustration with a romanticized, serene landscape. The meticulous rendering of the flora and fauna gives this work a naturalistic yet ethereal quality, inviting viewers to admire the quiet drama and the transformative effect of light in nature.","['Luminism', 'Naturalism', 'Detail-Oriented', 'Romanticized', 'Ethereal', 'Colorful', 'Light']","The theme of this artwork revolves around the symbiotic relationship between the flowering orchid and the hummingbirds within the context of their natural habitat. It suggests themes of coexistence, natural beauty, and survival. There is a sense of tranquility and timelessness conveyed through the detailed and calm representation of the subjects in their environment.","['Nature', 'Flora', 'Fauna', 'Symbiosis', 'Tranquility', 'Ecosystem', 'Survival']","{'Cattleya Orchid': 'Prominently displayed, the Cattleya Orchid with its lush petals in shades of pink and violet embodies the tropical beauty and delicate intricacies of nature.', 'Hummingbirds': 'Three hummingbirds are depicted mid-flight and at rest, showcasing their dynamic movement and striking colors against the dense forest backdrop.'}","['Tropical forest', 'Nest', 'Other vegetation']",['Luminism'],"['Cattleya Orchid', 'Hummingbirds', 'Tropical forest', 'Nest', 'Other vegetation']","['Luminism', 'Naturalism', 'Detail-Oriented', 'Romanticized', 'Ethereal', 'Colorful', 'Nature', 'Flora', 'Tranquility', 'Survival']"
Ville-d'Avray,"Jean-Baptiste-Camille Corot (French, 1796-1875)",c. 1865,1865.0,1865.0,Oil on canvas,NGA-924bd29d-5c19-4627-8a56-89d9f7cd9a95,"https://api.nga.gov/iiif/924bd29d-5c19-4627-8a56-89d9f7cd9a95/full/1686,/0/default.jpg",A serene depiction of nature harmonizing with human presence in Ville-d'Avray.,"The painting portrays a tranquil natural scene at Ville-d'Avray, with leafy trees, a calm body of water, and a building complex in the background. In the foreground, figures engage with the landscape, hinting at daily life in quiet communion with nature.","Corot's distinctive style merges realism with a poetic sensibility, emphasizing soft light, delicate brushwork, and a muted palette. The painting reflects the Barbizon school's focus on natural landscapes, and Corot's transitional role towards Impressionism, capturing fleeting atmospheric conditions and a sense of immediacy.","['Realism', 'Barbizon School', 'Poetic Sensibility', 'Soft Light', 'Delicate Brushwork', 'Muted Palette', 'Impressionism', 'Atmospheric', 'Naturalism']","The theme centers on the harmonious relationship between humans and their environment, showcasing the quiet and idyllic aspects of rural life. Corot invites contemplation of the peaceful coexistence of civilization with the pastoral landscape.","['Human-Nature Relationship', 'Rural Life', 'Idyllic', 'Tranquility', 'Pastoral', 'Contemplation', 'Harmony', 'Environment']","{'Building Complex': 'The buildings in the background suggest an inhabited landscape, integrated within the natural setting, possibly a village or countryside estate.', 'Leafy Trees': ""The trees are detailed meticulously, capturing the ephemeral quality of light as it filters through the leaves, symbolizing nature's enduring presence."", 'Figures': 'Several figures are depicted engaging with the landscape, including a person standing and another seated, embodying a peaceful human interaction with the environment.'}","['Water', 'Sky', 'Clouds', 'Reflections', 'Grass', 'Wildflowers']","['Barbizon School', 'Realism', 'Pre-Impressionism']","['Building Complex', 'Leafy Trees', 'Figures', 'Water', 'Sky', 'Clouds', 'Reflections', 'Grass', 'Wildflowers']","['Realism', 'Barbizon School', 'Soft Light', 'Delicate Brushwork', 'Muted Palette', 'Impressionism', 'Atmospheric', 'Naturalism', 'Human-Nature Relationship', 'Rural Life', 'Idyllic', 'Tranquility', 'Pastoral', 'Contemplation', 'Harmony', 'Environment', 'Figures', 'Water', 'Sky', 'Clouds', 'Reflections', 'Grass']"
Eliphalet Terry,"Samuel F. B. Morse (American, 1791-1872)",c. 1824,1824.0,1824.0,Oil on canvas,NGA-4dcab86f-e16f-4a2d-8241-3ebf769804fc,"https://api.nga.gov/iiif/4dcab86f-e16f-4a2d-8241-3ebf769804fc/full/1686,/0/default.jpg","A dignified portrait of a gentleman, exuding a sense of solemnity and thoughtfulness.","This is a traditional portrait painting depicting a mature man positioned slightly off-center, gazing directly out at the viewer. His face is detailed, capturing a serious expression, and he is dressed in formal attire of the early 19th century featuring a dark coat and a prominent white cravat.","The artwork is created in a realistic style, characteristic of early 19th-century portraiture. There's a strong attention to detail, particularly in the rendering of the man's facial features and clothing. The use of chiaroscuro, with contrasts between light and shadow, imparts depth to the figure. The background is subdued, ensuring the focus remains on the subject. The painting���s brushwork is smooth, with a refined finish typical of formal portraiture of this era.","['Realism', 'Portrait', 'Chiaroscuro', '19th Century', 'American Art', 'Smooth Finish']","This painting serves as a representation of an individual, likely commissioned to commemorate Eliphalet Terry's status and presence. It reflects the artistic norm of the time, where portraiture was a means of documenting one's visage and social standing.","['Portraiture', 'Commemoration', 'Social Standing', 'Individualism', 'Historical']","{'Eliphalet Terry': 'Serious-looking gentleman dressed in a dark formal suit and white cravat, facing the viewer with an earnest gaze.'}",['Dark Background'],['American Neoclassicism'],"['Eliphalet Terry', 'Dark Background']","['Realism', 'Portrait', 'Chiaroscuro', 'American', 'Portraiture', 'Commemoration', 'Social Standing', 'Individualism', 'Historical', 'Dark Background', 'American Neoclassicism']"
Giafar,"Attributed to Alfred Dedreux (French, 1810-1860)",1850s,1801.0,1900.0,Oil on panel,ARTIC-d6f23c25-7075-ac62-6a35-84ca0b06ce6e,"https://www.artic.edu/iiif/2/d6f23c25-7075-ac62-6a35-84ca0b06ce6e/full/1686,/0/default.jpg",Monochrome study of a noble horse with figures in a landscape setting.,"The artwork portrays a primary, light-toned horse in profile, which stands out against a darker background. Two human figures, probably grooms, are positioned behind the horse, with a partially visible second horse in the background. The setting appears to be outdoors with a suggestion of a rural landscape.","This piece reflects a realistic style with close attention to the musculature and features of the horse, presented in a monochromatic palette that emphasizes shading and form. The detailed portrayal of the horse and riders suggests influence from the art of the French Academy, with a focus on anatomy and a somewhat romanticized presentation of the figures.","['Realism', 'Monochrome', 'Anatomy', 'Shading', 'Romanticized', 'French Academy']","The central theme of the artwork is the representation of horses and their human companions, capturing a moment of calm and poise in the animal. The piece evokes the relationship between humans and horses, highlighting the noble bearing of the horse.","['Horses', 'Companionship', 'Nobility', 'Animal Representation', 'Calm', 'Human-Animal Relationship']","{'Primary Horse': 'A white horse is prominently positioned in the foreground, rendered with particular care to convey its muscular form and noble stance.', 'Human Figures': 'Behind the primary horse, two human figures dressed in attire that suggests a 19th-century context are depicted, one of whom appears to be attending to the horse.'}","['Second Horse', 'Rural Landscape', 'Cloudy Sky']",['Realism'],"['Primary Horse', 'Human Figures', 'Second Horse', 'Rural Landscape', 'Cloudy Sky']","['Realism', 'Monochrome', 'Anatomy', 'Romanticized', 'Horses', 'Companionship', 'Nobility', 'Calm', 'Human-Animal Relationship', 'Human Figures', 'Rural Landscape', 'Cloudy Sky']"
Civil War Battle,American 19th Century,1861 or after,1861.0,1861.0,Oil on canvas,NGA-81e40269-c743-4ff3-bffe-0930c374bfce,"https://api.nga.gov/iiif/81e40269-c743-4ff3-bffe-0930c374bfce/full/1686,/0/default.jpg",A dynamic portrayal of a Civil War battle with vibrant movement and color.,"The painting depicts a frenetic scene of a Civil War battle. Uniformed soldiers, cannons, and horses fill the view amidst smoke and chaos. The foreground shows Union soldiers in combat while Confederate troops occupy the background. The American flag is being held aloft, central to the composition.","The style of this artwork is figurative and narrative, capturing the dramatic intensity of battle with bold use of color and dynamic composition. The figures are rendered with a degree of detail that provides a clear narrative, yet there's a simplicity to the forms that leans towards folk art. The brushwork is loose, suggesting motion and the turmoil of battle, quickened by vivid hues that emphasize the urgency of the conflict.","['Figurative', 'Narrative', 'Folk Art', '19th Century', 'American', 'Vibrant Colors', 'Loose Brushwork']","The theme revolves around the American Civil War, highlighting the violence and chaos of war. It focuses on the valor of soldiers, the tumult of battle, and the patriotism embodied by the prominently displayed American flag. The scene may evoke a sense of national identity, conflict, and the historical impact of the war.","['American Civil War', 'Battle', 'Chaos', 'Patriotism', 'Violence', 'History', 'National Identity']","{'American_flag': 'The American flag is held high in the center, a symbol of Union patriotism and resolve amidst the conflict.', 'Union_soldiers': ""The Union soldiers in blue uniforms march and fight with determination, representing the north's effort during the battle."", 'Confederate_troops': 'In the distance, the Confederate troops are portrayed marching in formation, juxtaposed against the Union forces.'}","['Cannons', 'Fallen soldiers', 'Horses', 'Military encampment', 'Smoke']",['American Folk Art'],"['American_flag', 'Union_soldiers', 'Confederate_troops', 'Cannons', 'Fallen soldiers', 'Horses', 'Military encampment', 'Smoke']","['Figurative', 'Narrative', 'Folk', 'American', 'Vibrant Colors', 'Loose Brushwork', 'Chaos', 'Patriotism', 'Violence', 'History', 'Horses', 'Smoke', 'American Folk']"
Portrait of a Man,"Frans Hals (Dutch, c. 1582/1583-1666)",1648/1650,1648.0,1650.0,Oil on canvas,NGA-cab68476-336a-4223-90fe-eb33ba2e5293,"https://api.nga.gov/iiif/cab68476-336a-4223-90fe-eb33ba2e5293/full/1686,/0/default.jpg",A lifelike portrayal captures a gentleman's gaze amidst shadows and light.,"The painting portrays a man in a black garment and wide-brimmed hat, looking directly at the viewer. The man's face is detailed with distinctive eyes, a mustache, and a small goatee. He presents a poised and confident demeanor while his hand gently grasps the cloak.","The artwork is a fine example of Frans Hals's loose brushwork and vivid realism, which are hallmarks of his portraiture. The fluid detailing of the face contrasts with the broader strokes in the clothing and background, creating depth and character. The skillful use of light and shadow enhance the subject's features, embodying the Baroque style of the 17th century.","['Loose brushwork', 'Vivid realism', 'Depth', 'Character portrayal', 'Baroque', '17th century', 'Light and shadow', 'Dutch Golden Age']","The theme of this artwork is the human persona, capturing the essence and social stature of an individual from the Dutch Golden Age. The portrait is intimate and personal, suggesting the subject's personality and social position.","['Human persona', 'Essence', 'Social stature', 'Intimacy', 'Personality', 'Dutch Golden Age', 'Individualism']","{'Man': 'A 17th-century gentleman depicted with keen attention to detail, from his facial expression to the textures of his clothing.', 'Hat': 'A wide-brimmed black hat sits atop his head, indicative of the fashion of the time.', 'Clothing': 'The man wears a black cloak with a white collar, symbolizing a status of affluence or nobility.'}",['Background'],"['Baroque', 'Dutch Golden Age']","['Man', 'Hat', 'Clothing', 'Background']","['Loose Brushwork', 'Depth', 'Character Portrayal', 'Baroque', 'Light And Shadow', 'Dutch Golden Age', 'Social Stature', 'Intimacy', 'Personality', 'Individualism', 'Man', 'Hat', 'Clothing', 'Background']"
Eleanora O'Donnell Iselin (Mrs. Adrian Iselin),"John Singer Sargent (American, 1856-1925)",1888,1888.0,1888.0,Oil on canvas,NGA-d1a7b5db-d2f6-4835-8f72-57ee3fcc87b1,"https://api.nga.gov/iiif/d1a7b5db-d2f6-4835-8f72-57ee3fcc87b1/full/1686,/0/default.jpg",A dignified portrait capturing the elegant essence of a 19th-century lady.,"This artwork presents a portrait of a woman presumably in her middle age, standing against a neutral background. She is dressed in a dark Victorian-era gown, adorned with a delicate white lace at her wrists and sparkling embellishments on the bodice and sleeves. Her poised stance and expression convey confidence and grace.","This portrait exemplifies John Singer Sargent's adept use of painterly brushwork and keen capturing of light. The artist allows the details to emerge briskly from the dark attire, focusing on the subject's dignified face and hands with a finer touch, while the background and less essential details are rendered with broader, looser strokes, typical of Sargent's realist yet fluid style.","['Realism', 'Painterly', 'Naturalism', 'Portraiture', 'Victorian Era', 'Impressionistic Influence']","The painting centers on the representation of Eleanora O'Donnell Iselin, wife of Adrian Iselin, depicting the social customs and fashion of high society in the late 19th century. It captures the personal dignity and elegance of its subject, reflective of her status.","['High Society', 'Victorian Fashion', 'Dignity', 'Portraiture', 'Women']","{""Eleanora O'Donnell Iselin"": 'As the focal point, the lady portrayed exudes sophistication and stature, her dark gown and composed demeanor suggesting her social standing.', 'Victorian Era Gown': 'Carefully detailed, the black attire with lace cuffs and shiny embellishments signifies the fashion of the Victorian era.'}","['Neutral background', 'Antique furniture']",['Realism'],"[""Eleanora O'Donnell Iselin"", 'Victorian Era Gown', 'Neutral background', 'Antique furniture']","['Realism', 'Painterly', 'Naturalism', 'Portraiture', 'Impressionism', 'High Society', 'Dignity', 'Women', 'Neutral Background']"
River View,"Jean-Baptiste-Camille Corot (French, 1796-1875)",1868/1872,1868.0,1872.0,Oil on wood,NGA-28847b06-0eb8-406e-befc-5867fd9651c2,"https://api.nga.gov/iiif/28847b06-0eb8-406e-befc-5867fd9651c2/full/1686,/0/default.jpg",A tranquil river landscape graced by soft light and a solitary figure beneath trees.,"This painting, 'River View', portrays a serene riverscape where a lone figure stands by the water. Lush trees on the right create a shadowy canopy, contrasting with the gentle sky and the water���������s subtle reflections. Further away, a hint of architecture and more vegetation are visible, suggesting a rural setting. The atmosphere is calm and medit","Corot's style in 'River View' is characteristic of his later work, where he employed loose brushwork to create a sense of atmosphere and luminosity. He often blended realism with poetic sensibility, emphasizing the mood over precise detail. This approach is evident in the diffused lighting and the soft, almost impressionistic rendering of the trees and sky, where brushstrokes appear visible and loosely applied.","['Luminism', 'Realism', 'Impressionistic', 'Loose Brushwork', 'Atmospheric']","The theme of this artwork is the peaceful coexistence of human and nature, reflecting a moment of quiet solitude. It conveys a sense of timeless tranquility, with nature dominating the landscape and a single figure implying the subtle presence of humanity within it. The interaction between light and natural forms is a focal point.","['Tranquility', 'Nature', 'Solitude', 'Human Presence', 'Light and Shadow']","{'figure': 'A solitary figure stands in the foreground, dressed in period attire, providing a human element to the natural scene.', 'trees': 'Dominant trees on the right side frame the river setting, their dark foliage contrasting with the light sky.', 'river': 'Gently flowing, the river catches glimmers of light, reflecting the sky while hinting at the movement in an otherwise still scene.'}","['Sky', 'Clouds', 'Vegetation']","['Realism', 'Luminism', 'Pre-Impressionism']","['figure', 'trees', 'river', 'Sky', 'Clouds', 'Vegetation']","['Luminism', 'Realism', 'Impressionism', 'Loose Brushwork', 'Atmospheric', 'Tranquility', 'Nature', 'Solitude', 'Human Presence', 'Light And Shadow', 'Figure', 'Trees', 'River', 'Sky', 'Clouds', 'Vegetation']"
"Banks of the Seine, V��theuil","Claude Monet (French, 1840-1926)",1880,1880.0,1880.0,Oil on canvas,NGA-5dd2009f-7782-43d8-9892-be5733d8f43b,"https://api.nga.gov/iiif/5dd2009f-7782-43d8-9892-be5733d8f43b/full/1686,/0/default.jpg",A serene vista capturing the fluidity and tranquility of nature by Monet.,"The artwork depicts the lush banks of the Seine River at Vétheuil, with an emphasis on the reflective water and overgrown foliage. The scene is composed of flourishing vegetation in the foreground and a tranquil river flowing in the middle, flanked by trees and the distant outline of buildings under a vast, subtly clouded sky.","This painting is executed in the Impressionist style, characterized by loose brushwork, visible strokes, and an emphasis on the play of natural light. Monet's use of color and light captures the fleeting moments of the day, rendering the scene with a sense of immediacy and vitality. The painting also showcases Monet’s interest in the atmospheric conditions and the changing qualities of light over the landscape.","['Impressionism', 'Loose Brushwork', 'Natural Light', 'Fleeting Moments', 'Color Vibrancy', 'Atmospheric Conditions']","The theme of the painting is the relationship between nature and light, and the sensory experience of a place. Monet focuses on the sensory impression of the scene, allowing viewers to feel the ambiance of the riverbank and the changing time of day through his painterly techniques.","['Nature', 'Light', 'Sensory Experience', 'Ambiance', 'Time and Place', 'Reflection']","{'Seine River': 'Glistening waters of the Seine River dominate the central part of the canvas, reflecting the sky and surrounding flora.', 'Vegetation': 'Lush, untamed vegetation occupies the foreground, depicted with lively brushstrokes and vibrant hues.', 'Sky': 'The expanse of the overcast sky suggests the diffusion of light, contributing to the overall mood of the painting.'}","['Trees', 'Buildings', 'Reflections on Water', 'Clouds']",['Impressionism'],"['Seine River', 'Vegetation', 'Sky', 'Trees', 'Buildings', 'Reflections on Water', 'Clouds']","['Impressionism', 'Loose Brushwork', 'Natural Light', 'Fleeting Moments', 'Nature', 'Reflection', 'Seine River', 'Vegetation', 'Sky', 'Trees', 'Buildings', 'Reflections On Water', 'Clouds']"
Thomas Abthorpe Cooper (1776-1849),"Chester Harding (American, 1792-1866)",c. 1822,1822.0,1822.0,Oil on canvas,ARTIC-4900a490-b98a-a072-d753-1e57ec16767b,"https://www.artic.edu/iiif/2/4900a490-b98a-a072-d753-1e57ec16767b/full/1686,/0/default.jpg","An intimate portrait of an early 19th-century gentleman, captured with refined realism.","This painting depicts a bust-length portrayal of Thomas Abthorpe Cooper, a notable figure of the 19th century. He is dressed in a dark coat with a white cravat and vest, displaying a look of composed dignity. His face is detailed, exhibiting subtle expressions and lifelike features against a dark background accented with a red curtain and a partial column on the left.","The artwork is rendered in a realistic style, typical of the early 19th century, reflecting skillful use of light and shadow to achieve depth and volume. The brushwork is smooth, with careful attention to capturing the texture of skin and fabric. Harding's technique emphasizes the personality and status of the subject, with a focus on warm flesh tones and the contrast between the figure's attire and the darker surroundings.","['Realism', 'Portrait', 'Fine Detail', 'Naturalism', 'Smooth Brushwork', 'Light and Shadow']","The theme centers on the characterization of an individual, likely a figure of some distinction during the period. It presents the subject in a formal pose, which along with the attire, suggests social status and the cultural significance of portraiture as a means of personal legacy.","['Individualism', 'Status', 'Personality', 'Legacy', '19th Century Culture', 'Formality']","{'Thomas Abthorpe Cooper': ""Carefully delineated, Cooper's countenance and attire suggest a man of standing and intellect, possibly reflecting his role in society at the time.""}","['Red curtain', 'Column']",['American Realism'],"['Thomas Abthorpe Cooper', 'Red curtain', 'Column']","['Realism', 'Portrait', 'Fine Detail', 'Naturalism', 'Smooth Brushwork', 'Light And Shadow', 'Individualism', 'Status', 'Personality', 'Legacy', 'Formality', 'Red Curtain', 'Column', 'American Realism']"
